content,score,app,topics
tiba akun blokir tidak laku pelanggaranpelanggaran apa sat coba daftar tidak tahun niat tidak sih hubung tim dukung jawab tidak muas,1,bumble,7
cari teman suruh bayarpinginya untung mulu apk,1,bumble,9
bumble please deh lo banget loadingnya,1,bumble,3
terima kasih bumble mampertemukan,5,bumble,4
aplikasi kencan andal,5,bumble,6
gagal download ya,2,bumble,7
tidak bisa masuk,2,bumble,0
bagus cari pasang serius lanjut,5,bumble,5
aplikasi bagus,5,bumble,2
verifikasi susah banget,1,bumble,7
ih tidak bisa connect instagram,2,bumble,9
uninstalwajib bayar anggota hehhee,1,bumble,9
aplikasi jelek mending kalo download pikir lihat rating apk,1,bumble,7
premium ya,3,bumble,9
suara call tidak masuk ya,3,bumble,1
atur bahasa bahasa indonesia tolong,2,bumble,1
akhrinay geser sumbu sampah sedot uang laku,5,bumble,9
umur nyata tidak bisa login tunggu umur aneh,1,bumble,7
cowok cakep cakep player,5,bumble,8
aplikasi bayar kah gratis cari teman,1,bumble,5
beda cari match tidak ketemu ketemu,1,bumble,5
chat bayar serba bayar,1,bumble,9
game nya serius seru banget teman,5,bumble,9
tidak laku salah apa akun blokir,1,bumble,7
isi orang sih elite muka sulit sombong anjir,1,bumble,1
dah bayar tiba blokir,1,bumble,7
aplikasi busuk cacat foto ku tidak bisa hapus biadab auto uninstal cuihhh,1,bumble,9
tidak dapat kode verifikasisusah login,1,bumble,7
susah match pasang beli tidak kayak app dating,2,bumble,0
rumit premium lihat suka,3,bumble,9
gps tidak genah foto hapus tidak langgar etika,1,bumble,8
dpetin jodoh aplikasi,5,bumble,5
sulit verifikasi,1,bumble,7
susah masuk nay ribet,1,bumble,7
tantang cewek mana matched awal chatnyapa awal cewek,4,bumble,0
nomor salah nomor akun hapus ya,1,bumble,7
aplikasi tolol gue hilang mulu manansdkarang blok,1,bumble,4
biaya,4,bumble,1
ngestak metode login ulang mula,1,bumble,6
kali coba kali uninstall ingat umur dah akun bumble nya,1,bumble,7
tidak tarik,1,bumble,2
tidak tau download,5,bumble,7
parah banget main tbtb ya,1,bumble,7
swipe kanan tidak dibatesin wksksks,5,bumble,9
halo kemarin akun sengaja ter delete akun,4,bumble,7
lumayan memperbanya teman,4,bumble,6
ubah bahasa aplikasi nya,4,bumble,1
akun hoode lont kedok cari fwb deh pakai foto orang verif khonthol,1,bumble,7
bagus ketemu orang moga salah satu jodoh,5,bumble,5
deh akun masuk tidak mau terima kode cari jodoh ribet,3,bumble,5
tahu bumble kalo match chat duluan sih cewek ya tidak malu kocheng,4,bumble,0
cakap bayar,1,bumble,4
isi orang tau obrol tidak cuma hi salken hi salken,5,bumble,3
premium terus,1,bumble,0
apk pasuk tanggal lahir salah gue makek tanggal lahir,1,bumble,7
tidak dapat match,1,bumble,0
kasih bintang sgini tidak bisa chat,3,bumble,3
pas verif kode negeranya tidak bisa pencet,1,bumble,7
lambat,4,bumble,1
mending tinder gakbisa macth kalo tidak beli,1,bumble,6
tidak bisa login,1,bumble,7
kalo bagus tambah bintang,4,bumble,3
aplikasi,4,bumble,6
tidak tau chatnya,4,bumble,9
bingung pakai aplikasi nya,4,bumble,6
aplikasi tidak bisa buka,1,bumble,9
bayar aplikasi tidak jelas orang china nih,1,bumble,6
pasuk no trakhr tidak bisa pas verifikasiknp,1,bumble,7
indak erti makenya,5,bumble,9
tidak dapat manfaat penuh,3,bumble,1
kasih gratis min kalo tidak bayar,3,bumble,7
kalo like cari teman bayar yaapa,2,bumble,5
daftar susah stgh mati,1,bumble,1
coba bagus kasih bintang,2,bumble,2
susah banget cari teman korea,3,bumble,2
bagus teman,5,bumble,2
akun hilang tidak bisa dibalikin,3,bumble,7
update aco,2,bumble,7
min kerja cs nya filipina daftar,5,bumble,1
bantu,5,bumble,5
tari dana akun hapus,1,bumble,7
aplikasi senang,4,bumble,1
tidak bisa komunikasi,3,bumble,0
capek kali daritadi suruh verifikasi uninstall aja,1,bumble,0
bayar,1,bumble,0
teman diikur uang teman bayar,1,bumble,9
susah,3,bumble,0
cari teman,5,bumble,5
enak pakai,5,bumble,6
kenpa tidak bisa masuk,5,bumble,7
cewek nge chat duluan knapa tidak cowok ya min,2,bumble,0
ganti bahasa,3,bumble,6
bagus,4,bumble,2
kadang eror kesal,2,bumble,1
aplikasi busuk sulit,1,bumble,9
sih nyedot uang dana ribu kali gua anjr uang sedot mulu pakai bayar bumble tidak jelas,1,bumble,9
terimakasih bumble temu pacar cantik dunia,5,bumble,5
ribet foto,1,bumble,8
uang gila,1,bumble,6
cari gua pasang min kalo tidak aku kasih bintang,5,bumble,3
cewek nya akun fake,1,bumble,6
woii admin akun gua blokir tiba gua tidak ngapa,1,bumble,7
tidak ada nge kayak malas,1,bumble,7
rumit bahasa,1,bumble,1
wooyyyyy gue deh beli premium minggu tidak bisa pakai contact person gaperna respon nih balikin duit,1,bumble,3
pacar marah,1,bumble,8
mantap berkah jodoh cinta,5,bumble,5
oke kendara,5,bumble,8
ribet banget tidak bisa mulu erar eror malas,3,bumble,1
mahal,3,bumble,0
bagus,5,bumble,2
tidak bisa join,1,bumble,2
susah verifikasi,2,bumble,7
tidak dapat sih,5,bumble,0
orang sombong sombong,1,bumble,9
gegara apk rt berantakanngaku bujang,1,bumble,8
terima kasih bumble temu jodoh,5,bumble,5
lihat orang suka bayar,1,bumble,4
speed dating bayar asuuukk,3,bumble,9
iya cewek chat duluandan cowok tidak bisa chat duluan,4,bumble,0
nice bagus,5,bumble,2
lot apk nya,1,bumble,7
sih tidak bisa eror tidak gtt,2,bumble,1
responnya lm kenal cowok nakal,2,bumble,6
tambah opsi billiard kak,4,bumble,3
coba ya,5,bumble,2
bayar,2,bumble,0
tidak bisa verifikasi,1,bumble,7
allah nih apk ribet banget anjing,1,bumble,3
bayar mele ah,4,bumble,8
apk tidak jelas,1,bumble,7
coba duli suka,5,bumble,2
moga cewek cantikss seggssssss,5,bumble,9
aplikasi bikin rugi,1,bumble,6
pacar ku marah aplikasi,1,bumble,8
tidak dapetcwe,1,bumble,6
coba,5,bumble,2
brengsek brengsek,4,bumble,9
aplikasi bayar,1,bumble,9
lag banget tcoyyy,1,bumble,7
senang,5,bumble,1
semuaa bayarrr tidak logis,1,bumble,7
coba ya,1,bumble,2
allhamdulilah istri,5,bumble,8
kali coba,4,bumble,2
kembali uang ku,1,bumble,7
kasih bintang,2,bumble,3
kali ge jodoh,4,bumble,2
ketemu orang purba,5,bumble,6
coba,1,bumble,2
sesap mantap,5,bumble,5
hoyu,5,bumble,2
hai salam kenal,5,bumble,2
oke coba,5,bumble,2
bayar,1,bumble,0
ybta coba,4,bumble,2
sesal download,1,bumble,9
bagus,5,bumble,2
tidak dapat nikmat aplikasi gesek gratis pendek tidak guna iklan tambah peluang tonton iklan,1,bumble,2
bumble susah log ya,1,bumble,7
bagus,5,bumble,2
dingin,5,bumble,7
tidak bisa geser ingat tidak bisa oke no balikin nya min baik hormat platform akar baik hormat ambil sikap benci bas identitas harap anggota hormat percaya minat dapat orang perilaku anggota tentang pedoman komunitas ingat blokir lapor,2,bumble,0
bayar,1,bumble,0
bruh lag banget pakai tidak wifi,1,bumble,1
babak bur,1,bumble,7
bagus,5,bumble,2
batas,5,bumble,9
bagus,5,bumble,2
coba,5,bumble,2
butuh muat,1,bumble,6
lot parahhh,1,bumble,5
baru,1,bumble,3
bagus,5,bumble,2
oke,5,bumble,8
oke,5,bumble,8
oke,5,bumble,8
bagus banget,5,bumble,2
jarang banget match hmm,1,bumble,0
minus koneksi,4,bumble,0
cewek,4,bumble,8
login susah,1,bumble,7
muat lanjut,1,bumble,9
macet muat,1,bumble,9
bagus,5,bumble,2
bagus,5,bumble,2
keren,5,bumble,8
aplikasi bagus,5,bumble,2
salah baik,5,bumble,7
aplikasi kencan bagus aplikasi tidak saran untuk unduh tinder benci aplikasi,1,bumble,6
call me mulu tidak call call,1,bumble,1
batas,3,bumble,9
bagus,5,bumble,2
senang,5,bumble,1
sampah,1,bumble,6
susah login,1,bumble,7
bagus,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
tes bagus mula,3,bumble,2
ribet mahal,1,bumble,0
batas,4,bumble,9
padat,5,bumble,5
bagus,5,bumble,2
bagus,5,bumble,2
blokir alas percaya marah lapor milik langgan premium hilang kembali dana bumble tidak izin akun,1,bumble,7
lumayan,3,bumble,6
oke,5,bumble,8
bagus,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
tulis,5,bumble,4
mantab,5,bumble,9
bagus,5,bumble,2
oke,5,bumble,8
terima kasih,5,bumble,4
tidak bisa masuk akun nomor telepon,2,bumble,7
apk buruk tidak ada fitur,1,bumble,7
bagus cari teman,5,bumble,5
bagus suka bumble,5,bumble,2
bagus,5,bumble,2
oke,5,bumble,8
oke,5,bumble,8
tidak buruk,5,bumble,9
aplikasi lambat baru kirim pesan tunda pesan lambat unggah foto profil lambat data - akses media sosial lancar,2,bumble,6
tidak sandung,5,bumble,8
apk sampah,1,bumble,7
lot,1,bumble,5
ribet,2,bumble,8
apk bagus,5,bumble,2
padat,5,bumble,5
bagus,5,bumble,2
bagus,5,bumble,2
bayar tidak premi kali,1,bumble,0
senang aplikasi bagus,4,bumble,2
pacar,4,bumble,8
senang senang,4,bumble,1
tidak jelas,1,bumble,0
bagus,5,bumble,2
oke,5,bumble,8
harap izin gesek gratis tinder,4,bumble,8
kirim video gagal,2,bumble,4
aplikasi orang kualitas ramah,5,bumble,6
parahhh,3,bumble,3
bagus banget,1,bumble,2
oke,5,bumble,8
oke,4,bumble,8
oke,5,bumble,8
bagus,5,bumble,2
bagus,5,bumble,2
wow,5,bumble,0
obrol orang asing bayar,1,bumble,0
oke nih respon bagus,5,bumble,8
bagus,4,bumble,2
mantaapp,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
oke,5,bumble,8
error qrrwe harap fix,2,bumble,9
suka,4,bumble,4
bagus,5,bumble,2
bagus,5,bumble,2
padat,5,bumble,5
salah baik,5,bumble,7
aplikasi bagus,5,bumble,2
tolong kembali preferensi ras asia tenggara asia timur gadis barat tidak tarik pria asia buang bumble tawar gadis barat kencan,3,bumble,3
foto,5,bumble,7
hapus akun permanen,1,bumble,7
baik,4,bumble,0
bagus,3,bumble,2
buruk,1,bumble,1
bagus,5,bumble,2
tidak buruk,5,bumble,9
batas,5,bumble,9
wow,5,bumble,0
keren,5,bumble,8
bagus,5,bumble,2
selang selang,5,bumble,4
okeee,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
selesai akun tangguh langgan aplikasi bodoh,1,bumble,7
tidak bisa login,1,bumble,7
buruk,1,bumble,1
bus suka,1,bumble,4
oke,5,bumble,8
bagus,5,bumble,2
bagus,5,bumble,2
oke,5,bumble,8
bagus,5,bumble,2
oke mantap,5,bumble,5
aplikasi baik,5,bumble,0
oke,4,bumble,8
coba,3,bumble,2
cari emas,1,bumble,5
tanda,5,bumble,3
keren,5,bumble,8
ya,4,bumble,0
super duper,4,bumble,6
aplikasi buruk,1,bumble,1
padat,5,bumble,5
seru,5,bumble,9
bagus,5,bumble,2
aplikasi bagus,5,bumble,2
okekkk,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
aplikasi bagus,5,bumble,2
ya ampun,5,bumble,4
ntapass,5,bumble,0
banyak bayar,2,bumble,9
tarik,5,bumble,2
mantap sih,5,bumble,5
bayar premi umur hidup akun premium tidak aktif selesai bruhh buang uang tidak ada keluh,1,bumble,3
aplikasi bagus terus karya,5,bumble,2
dingin,4,bumble,7
tolong beta,1,bumble,9
aplikasi kompleks,1,bumble,6
blog,5,bumble,0
kritik,5,bumble,9
oke,5,bumble,8
oke,5,bumble,8
terbaiktttt,5,bumble,1
mntap,5,bumble,6
bagus,5,bumble,2
aplikasi bagus,5,bumble,2
asik,5,bumble,1
acau,3,bumble,6
coba,3,bumble,2
gertak,5,bumble,0
fc bayar copot pasang obrol,1,bumble,9
algoritma cocok orang sulit,4,bumble,5
bagus,5,bumble,2
bagus,5,bumble,2
rusa,5,bumble,9
oke,5,bumble,8
padat,5,bumble,5
bayar,5,bumble,0
ya bagus,5,bumble,0
tidak bisa masuk akun bantu,2,bumble,7
sederhana,3,bumble,3
bagus,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
oke,4,bumble,8
bismillah,5,bumble,8
bagus,5,bumble,2
bagus,5,bumble,2
keren,5,bumble,8
bagus,5,bumble,2
aplikasi ok,5,bumble,1
terima kasih -besarnya kembang temu kampus,5,bumble,7
sederhana,5,bumble,3
oke,5,bumble,8
keren,5,bumble,8
buruk blokir akun coba akun blokir,2,bumble,7
umur bertahun- aplikasi umur mohon baik,2,bumble,7
login susah,1,bumble,7
aplikasi kencan bagus,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
padat,5,bumble,5
-,5,bumble,0
padat,5,bumble,5
ketuk,5,bumble,6
premium,1,bumble,0
bagus,4,bumble,2
bagus,1,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
siiiip,5,bumble,6
bagus,5,bumble,2
bagus,5,bumble,2
mudah,5,bumble,0
aplikasi bagus,5,bumble,2
bintang tidak arti alam negatif milik alam upaya nyata bantu terima kasih bumble,5,bumble,5
aplikasi bagus terima kasih,5,bumble,4
tidak buruk,3,bumble,9
apk cacat,1,bumble,7
oke,5,bumble,8
bagus,5,bumble,2
sapi,4,bumble,5
bayarrrrr,3,bumble,1
usus,5,bumble,5
bagus,5,bumble,2
padat,5,bumble,5
ntapp,5,bumble,2
bayar,3,bumble,0
lumayan,4,bumble,6
oke,5,bumble,8
terima kasih erti yapiiii,5,bumble,7
seru,4,bumble,9
aplikasi bagus,4,bumble,2
padat,5,bumble,5
padat,5,bumble,5
bagus,5,bumble,2
padat,5,bumble,5
suka,5,bumble,4
bagus,3,bumble,2
aplikasi anjing,1,bumble,6
betapa buruk masyarakat,1,bumble,5
bagus,4,bumble,2
ah jelek,1,bumble,7
tanda,1,bumble,3
keren,5,bumble,8
jodoh,5,bumble,5
bagus,5,bumble,2
seru seru,5,bumble,9
bagus bagus,5,bumble,2
padat,5,bumble,5
apk bagus,5,bumble,2
coba,5,bumble,2
tidak ada fitur pilih obrol kali hapus pesan pilih daftar atas sebal buang,2,bumble,7
rekomendasi,5,bumble,9
aplikasi fitur sebab mode gelap,4,bumble,0
bayar bayar bayar sebal,1,bumble,9
senang mudah,5,bumble,8
tidak layak akses batas gratis prioritas konten premium sayang,1,bumble,9
update tidak bisa buka apk nya apk error cant opened after update,2,bumble,4
emoney berat,3,bumble,2
aplikasi tahi usak hubung tidak jls,1,bumble,6
loading chatnya error banget sih bumble,1,bumble,9
tidak rekomendasi bayar,1,bumble,9
apk tidak jls tidak bisa login,1,bumble,7
akun tidak bisa akun,1,bumble,7
stuck logo sih tidak bisa login,1,bumble,9
tidak cocok peras uninstal,1,bumble,6
aplikasi baru fitur jaga harga murah tidak mahal,5,bumble,6
error uplod foto,1,bumble,7
thanks gua ketemu doi hehe,5,bumble,8
mana kode loginnya,1,bumble,0
servernya down kah buset loading mulu,2,bumble,3
terima kasih zahra agist fahriza cinta,5,bumble,7
temu batman sayang,5,bumble,1
aplikasi sampah,1,bumble,6
kimaaakkk aplikasi,1,bumble,9
tidak ada obrol dengan,1,bumble,0
tunggu,4,bumble,7
batas,3,bumble,9
bagus,3,bumble,2
tidak bisa login,1,bumble,7
aplikasi sampah,1,bumble,6
unduh sulit,1,bumble,0
aplikasi tidak guna,1,bumble,6
aplikasi tolol,1,bumble,7
ribettt fiturnya,1,bumble,9
serba bayarrr,1,bumble,7
lamar kencan bagus,5,bumble,2
hancur,1,bumble,7
sampah,1,bumble,6
ribet,1,bumble,8
bayar,1,bumble,0
buruk,1,bumble,1
tanda,1,bumble,3
padat,5,bumble,5
jossss,5,bumble,5
bagus,5,bumble,2
bagus,5,bumble,2
kali kali,5,bumble,0
baik,5,bumble,0
oke,5,bumble,8
oke,5,bumble,8
bagus,5,bumble,2
bagus,5,bumble,2
bagus,5,bumble,2
padat,5,bumble,5
bagus,5,bumble,2
terima kasih ya,5,bumble,4
terima kasih bum,5,bumble,4
aplikasi baik,5,bumble,0
b,5,bumble,0
percaya pakai tinder gold platinum bayar tidak ada ubah banding akun tolong jangam pakai tinder bayar hasil gratis,2,tinder,6
bingung aplikasi tidak ada jelas salah akun cekal tidak ada pemberitahuan data akun sesuai tidak sesuai ya nama buat manusia tidak sempurna sok kasih bintang ya sebal haha,1,tinder,7
woi kayak aplikasi dwnld pas masuk no telepon tulis upsupaya mkdnya bikin emosi masuk berulangulang coba tidak bisa tolong baik ya,1,tinder,7
daftar akun pakai tidak menit out pas log akun cekal tidak ada chatphoto ilegaldilarang outo un instal tidak bakal download,1,tinder,7
sih tibatiba tidak bisa buka mala verifikasi wajah mah foto foto asli verifikasi mala tidak bisa apa apa tinder nya doang bayar loh tindernyaaa,1,tinder,7
apk nya bagus puas teman orang negara lancar lancar notifikasi akun cekal tidak bisa login daftar akun tolong jelas sikap keti akun cekal tolong teliti milik teman tinder ganti bintang akun akun sora mohon cek,1,tinder,7
aplikasi bagus jarak nya akurat tidak tau tinder parameter terap jarak mohon baik,2,tinder,1
nih apk deh buka muncul logo mulu tidak bisa jaring bagus maless pas masuk eh logo mulu,1,tinder,9
kapai siniini tuh apk jelek tidak bisa masuk wifi bagus pas coba pakai data tidak bisa masuk jelek jelek tidak usah donwload,1,tinder,7
akun ku eror ya tidak bisa lihat bio kirim chat tidak bisa baca hapus akun tidak bisa mohon baik member gold terimakasih,5,tinder,7
cari teman tinder susah tidak seperti aplikasi tantan simple cari teman tantan gampang kalo tinder susah banget sih guna isi,1,tinder,6
tolong kasih fitur vc lihat asli profil orang tidak karena akun palsu and fake photo,4,tinder,7
nilai buruk bayar tidak ada jam akun cekal tinder sih sikap adil konsumen guna bayar tidak bisa aplikasi konsumen rugi pakai aplikasi,1,tinder,6
ya daftar pakai nomer tidak bisa tulis ups upaya coba ya tidak coba tidak bisa,3,tinder,4
sinyal bagus tiba tidak bisa tonton youtube app lancar banget eeh buka tinder alas koneksi jaring,1,tinder,7
tidak bisa masuk aplikasipadahal kemarin kemarin lancar update tidak bisa masuk aplikasi,1,tinder,7
tidak bayar tidak bisa kirim pesanchat aplikasi chat bayar,1,tinder,9
aplikasi teman susah temanhrus bayarrrrrrtantan okeskrg hars bayar jugaaaaalbh jgm aplikasi teman sajaklo bayar bayarr bayarrrzaman bisnis hahahaha,2,tinder,9
oke matchnya area kadang tidak sesuai jarak,4,tinder,1
bagus fitur pesan nya susah kalo tidak ngelike bayar,4,tinder,9
jaring tidak sedia ros padhal koneksi lancarga swip dm gagal ros tingkatin tidak jadi member gold beginiahh payah,1,tinder,1
gue tidak laku langgar akun gue kunci mantap gilir verivikasi tombol nge bug tidak bisa dipencetpadahal gue kamera foto sesuai atur adu tidak ada baik gue uninstall,1,tinder,7
bayar tidak bisa aktif payah tinder sekarangdulu praktis free payah payah,1,tinder,0
ya langgan tidak ada like chat sayaapa profile tidak naiktolong periksa akun dibekukansaya verify langgan bulansudah bayar lunas akun tidak bisa buka jugaselalu peninjauantunggu menittapi jam jam tidak aktif jugatolong ditindaklanjutisaya bayar langgan bulansaya tidak laku langgar,1,tinder,7
