content,dominant_topic,label,score,at,app,topic_percentage,value
tanggal oktober jam wib server tinder masalah kagak refresh cari orang swipe manja hapus data login akun tidak bisa masuk loading screen tolong baik cepat,3,neutral,1,2019-10-24 18:24:13,tinder,0.6,0.689
alas update masuk spam notifikasi chat masuk tidak ada lumayan ganggu instal ulang hasil ya uninstall permanen,3,negative,1,2022-11-02 13:29:35,tinder,0.733,0.873
aplikasi ampas tidak ada apaapa tibatiba akun gue banned untung gue tidak pernah langgan rugi langgan aplikasi bijak tidak jelas gue tidak niat akun gue uninstall mending alih aplikasi,3,negative,1,2022-10-18 13:06:05,tinder,0.599,0.979
kecewa tinder akun bayar tibatiba blokir permanen pemberitahuan guna tinder langgan tinder gold langgan tinder platinum komunikasi sopan tinder mohon solusi cepat tinder bantu luas circle terima kasih,4,neutral,1,2021-04-13 16:09:05,tinder,0.598,0.942
aplikasi gaguna banget buang buang paket gue mah name nye pas selesai download kagak akses aplikasi masuk google fb ujung nya nomor telfon eh pas masuk masalah mulu besok nya coba kagak tau masalah nye dimane haran gue mah kasih bintang gue kasih tau terpakse nye gue kasih bintang kesel aing,3,negative,1,2020-11-28 00:51:35,tinder,0.8,0.999
aplikasi tidak guna akun gue blok gue coba bikin akun device tidak bisa blokir gue bikin web gue coba log device eh blok hati blok ip ip kontaknumbermail habis tidak bisa pakai akun,0,negative,1,2020-12-18 13:34:33,tinder,0.706,0.672
log tidak bisa log via facebook via no hp tidak mau muncul notifikasi masuk tinder dijelasin aplikasi,1,neutral,1,2018-09-22 21:29:15,tinder,0.527,0.796
main tinder tidak sampai jam buka tinder update foto tingkat daya tarik seta upload cekal tidak jelas salah mana ngapangapain kagak cekal hadehhh mending foto diupload tidak benar wajar cekal terima foto normal wajar cekal,3,negative,1,2023-02-20 19:45:25,tinder,0.6,0.999
sih bagus tidak guna swipe temu hapus apk download hapus akun tidak bisa jeda mohon baik tidak tidak sulit hapus akun,4,neutral,1,2023-03-27 03:45:51,tinder,0.598,0.977
tidak sangka kecewa apk untung tidak begitu capek pacarmarried mulu on off tahun enek kenal tidak ada klop ketemu lelaki tanggung rumah tangga anak lucu bilangjgan cari good looking good dompetdicari mana cari good looking serius bina rt,3,positive,5,2023-04-13 11:48:38,tinder,0.599,0.911
anggota tinder daftar tinder hibur senang aplikasi hapus download tidak bisa masuk tinder syarat penuh,3,neutral,4,2021-07-13 23:13:17,tinder,0.6,0.998
akun pas login ulang bikin akun hilang ngehubungin email tidak ada tanggap dahuluin bayar gratis buang,0,negative,1,2020-04-10 06:05:09,tinder,0.539,0.699
bayar sih tidak masalah banyak orang tidak terlalu mahal pikir tidak bakal protes biaya tidak mahal lihat suka mahal entar match tidak tentu tanggap kadang tanggap tidak lanjut jenjang serius alias orang main,3,negative,3,2020-02-10 00:20:00,tinder,0.488,0.936
ya salah buka tinder cache tidak bisa instal tidak bisa gagal kirim chat login gmail tidak bisa tolong baik respect akun tidak sama macem hina hal negatif foto nya asli tolong ya baik tidak blokir,0,negative,5,2021-05-27 11:44:53,tinder,0.596,0.976
app sial dikit blokir akun musti bayar salah gue hah spam like diupdate bagus tidak jelas chat lamabaru tumpang tindih chat chat ngacak chat tidak not notifnya muncul kadang menu kadang suka logout jarang buka tidak ada fitur hapus pesan blokir akun orang annoying,4,negative,1,2022-02-24 19:15:52,tinder,0.6,0.997
bagus chat gratis akun blokir tidak jelas data masuk real sih tinder coba emaildll tidak bisa buka,3,negative,2,2020-03-02 19:54:58,tinder,0.414,0.995
tanya pakai bayar aplikasi cari temanjodoh kalo like matchin pakai bayar aplikasi guna tolong tidak pakai bayar oke kalo pakai bonus pernak pernik tidak apa- bayar iya nge matchin musti bayar jatuh aplikasi cuman like like doang jir tolong baik kalo ratingnya bagus aplikasi tidak usah match tidak bayar,2,negative,2,2019-09-18 22:44:34,tinder,0.932,0.998
notifikasi seseorg kirim pesan kali tidak dapat buka kirim pesan tidak muncul kolom chat tolong bantu bintang selesai terimakasih,1,neutral,1,2019-05-01 12:42:30,tinder,0.664,0.997
gabbisa buka ya muncul tulis maaf tidak bisa hubung coba coba pencet tombol coba berkalikali tidak bisa coba cek sinyal internet sinyal internet tidak ada server ganggu tolong baik terima kasih,0,neutral,1,2022-12-21 20:20:10,tinder,0.8,0.941
bayar tinder gold log out bentar susah tidak bisa log verifikasi tidak jelas sms verifikasi tidak terima link email pakai nomor telepon tidak ada pas chat kontak hilang langgan bayar booster profile pisah dll batas ujung ujung nguras duit harap baik,2,negative,1,2020-07-14 15:08:08,tinder,0.797,0.992
parah aplikasi error tidak bisa buka macet harap mainteance ulang crash program,4,negative,1,2022-08-21 18:21:20,tinder,0.597,0.846
coba tinder saran tidak peratama aman data pribadi tinder ambil data pribadi penuh sistem atur error atur jarak atur sekian meter usia kriteria umur tidak bisa jalan ting jarak muncul instal tidak ngrekomen tinder dating app iklan youtube sih oke realitanya tidak bagus fiturnya,0,negative,1,2021-02-05 07:13:47,tinder,0.732,0.997
aneh banget ganto foto profil tidak bisa loading muter data nyala kencang buka apk kalo kayak match orang tidak bisa lihat foto profil,2,negative,1,2021-09-06 00:57:46,tinder,0.599,0.998
aplikasi mmpermudah orang bersuamiberistri tidak baik aplagi rumah tangga prostitusi online aplikasi tidak benar umur wajah palsu anak masuk kalo orang singgle ya orang aku singgle istri dampak negatif orang sarana buat negatif,3,negative,1,2022-04-27 09:46:57,tinder,0.6,0.999
tolong ya tinder kali kali notif tinder kalo ngechat buka tidak ada pesan begituu update versi tidak ada ubah buka chatnya notif tidak muncul mohon kaji masalah tidak cuman rasa tidak nyaman terimakasih,4,negative,2,2019-06-08 01:41:37,tinder,0.489,0.99
pakai finder stlah pas masuk tidak dapat kode sms hari tidak melangar apapu app aneh banget sih tidak enak banget pakai tidak seprti tatan masuk aman aman tinder tidak mmbantu cari teman dodol,3,negative,1,2022-01-27 08:43:08,tinder,0.883,0.999
akun cekal pakai app cekal tidak lalu langgar apa login ulang verifikasi otp nomor telpon tidak bisa masuk,3,neutral,1,2022-11-21 23:28:05,tinder,0.731,0.999
kalo saya bagus aplikasi real nyata pakai aplikasi langsung jodoh suami ku terimakasih tinder temu suami tinder enak tidak perlu bayar cepat langsung konek nya download aplikasi tidak sengaja lamar kerja tawar coba download aplikasi tinder terimakasih tinder,1,positive,5,2020-07-22 23:52:20,tinder,0.595,0.998
tinder error pakai tinder bikin kecewa akun ku ulang geser orgnya tidak ada satu match puluh ratus users tolong baik tingkat puas customer rating tinder tingkat tidak ada kembang mohon maaf hapus tidak akan download saran orang tidak guna tinder aplikasi nya cacat,1,negative,1,2019-05-27 15:10:09,tinder,0.321,0.999
tidak pernah langgar perut kasih tau pringatan salah tidak langsung blok akun heran mana salah kasih bintang bagus dana chatan gratis tidak bisa lihat orang suka berlanggnan bayar salah tidak mau lang tidk carnya trimakasih,0,negative,4,2022-06-21 23:43:50,tinder,0.6,0.7
aplikasi modal langgan mahal turut harga segitu hasil pakai minggu tidak nemu fake account pakai fitur tinder gold worth,1,positive,5,2020-04-13 20:37:09,tinder,0.73,0.644
update jelek aplikasi berat lelet kecewa lancar baru jelek banget tolong baik tidak lelet berat,2,negative,1,2020-08-27 05:24:07,tinder,0.599,0.999
iklan nya gratis beli saldo pas install suruh bayar biar chattingan bikin aplikasi kayak kalo beli bayar mending hapus kagak bikin cuman susah doang tidak mampu,0,negative,1,2021-05-14 03:42:17,tinder,0.733,0.998
jujur ya download tidak bisa buka stuck halaman logo tinder nya download ulang coba matiin wifi pakai kuota hapus data hapus cache tidak bisa ya,0,negative,3,2023-03-26 12:36:45,tinder,0.399,0.984
aplikasi tidak jelas akun gua suruh login ulang pas login tidak masuk masuk asli tidak jelas banget aplikasi pakai wifi sinyal data gua bagus tidak masuk masuk tidak download sesal,3,negative,1,2022-09-27 07:03:56,tinder,0.866,0.998
upgrade premium nemu cewek cakep upgrade tidak pernah nemu upgrade like upgrade tidak ada main licik banget mending tidak usah upgrade kawan pascol,3,positive,1,2020-11-03 16:08:53,tinder,0.6,0.708
gua coba langgan tinder gold eh tidak bisa pas proses bayar alas pulsa tidak cukup pulsa gua developer apk simak tidak sih keluh guna gua lihat bwh banyak komplain ya developer tidak ada respon niat kerja cari uang tidak sih,2,negative,2,2020-11-29 06:25:14,tinder,0.601,0.999
bayar tinder gold log out bentar susah tidak bisa log verifikasi tidak jelas sms verifikasi tidak terima link email pakai nomor telepon tidak ada pas chat kontak hilang langgan bayar booster profile pisah dll batas ujung ujung nguras duit harap baik,2,negative,1,2020-07-14 15:08:08,tinder,0.797,0.992
aneh banget ganto foto profil tidak bisa loading muter data nyala kencang buka apk kalo kayak match orang tidak bisa lihat foto profil,2,negative,1,2021-09-06 00:57:46,tinder,0.599,0.998
buruk sekalitidak bagussya tidak salah apa akun cekalsudah ikut atur biar masuk akun syatpi tiba putih sajaudah uninstall install itutolong kembali akun tidak salah apa biar hapus data pribadipenyesalan install aplikasi adaberharap main tinder lgitpi inisya kecewa,0,negative,1,2022-09-30 20:50:25,tinder,0.401,0.999
idk why tidak bisa login akun even pakai email stuck pas pasuk nomor hp ganggu kali coba tidak bisa,1,negative,1,2022-11-09 19:15:44,tinder,0.595,0.962
log tidak bisa log via facebook via no hp tidak mau muncul notifikasi masuk tinder dijelasin aplikasi,1,neutral,1,2018-09-22 21:29:15,tinder,0.527,0.796
kalo match tidak muncul kalo langsung muncul chat orang kalo suka tolong langsung tidak harus pakai beli paket harga ratus ribu juta lihat postingan doang diihhh tidak banget jaman duit tuh cari tidak untuk buang buang tidak penting orang tipu tipu dalam match tidak serius coba deh seleksi cowok tidak punya pasang thanks,0,negative,3,2022-04-06 05:06:14,tinder,0.525,0.998
main tinder tider bebas suka benar tes pribadi cocok pilih kategori cth tidak merorok badan orang sesuai kategori,1,negative,4,2022-04-19 07:34:42,tinder,0.597,0.612
aplikasi gaguna banget buang buang paket gue mah name nye pas selesai download kagak akses aplikasi masuk google fb ujung nya nomor telfon eh pas masuk masalah mulu besok nya coba kagak tau masalah nye dimane haran gue mah kasih bintang gue kasih tau terpakse nye gue kasih bintang kesel aing,3,negative,1,2020-11-28 00:51:35,tinder,0.8,0.999
developer tolong bayar tinder preminum kena banned tidak buat sih langgar kirim aneh omong kasar tidak asli kecewa tolong baik guna nyaman terimakasih,2,negative,3,2022-07-13 19:49:08,tinder,0.797,0.991
lumayan cari jodoh moga apk tinder temu jodoh sholeh bertanggug terima kurang masing pasang nya apk tinder tidak bisa lihat suka sih lumayan hilang gabut,4,positive,4,2020-07-24 15:26:15,tinder,0.598,0.899
sih bagus tidak guna swipe temu hapus apk download hapus akun tidak bisa jeda mohon baik tidak tidak sulit hapus akun,4,neutral,1,2023-03-27 03:45:51,tinder,0.598,0.977
coba tinder saran tidak peratama aman data pribadi tinder ambil data pribadi penuh sistem atur error atur jarak atur sekian meter usia kriteria umur tidak bisa jalan ting jarak muncul instal tidak ngrekomen tinder dating app iklan youtube sih oke realitanya tidak bagus fiturnya,0,negative,1,2021-02-05 07:13:47,tinder,0.732,0.997
aplikasi lumayan bagus kalo logout tidak bisa login id bikin tidak ada notifikasi langsung kalo pesan masuk,0,positive,4,2018-09-23 00:59:59,tinder,0.402,0.958
aplikasi adalahterlalu keluar uang tidak murahh kali kasih diskonsemua jadi harga tidak satu tidak sekali kali kasih gratis aplikasi freedownload dalam prabayar,3,negative,1,2018-12-03 18:13:54,tinder,0.486,0.991
aplikasi tanda aplikasi bayar tidak aplikasi gratis download login batas geser kiri kanan like orang suka kirim pesan bayar wajib bayar,2,neutral,1,2021-01-04 05:51:54,tinder,0.598,0.997
pakai apk coba bayar coba pakai no complain next otomatis langgan masalah nya bayar via pulsa min ya coba tidak isi pulsa utuh kali isi pulsa min ribu otomatis langsung potong akun nya hapus buka pakai email login akun pulsa potong hangus mubazir anjing,0,negative,1,2020-09-04 05:31:13,tinder,0.6,0.96
tidak sangka kecewa apk untung tidak begitu capek pacarmarried mulu on off tahun enek kenal tidak ada klop ketemu lelaki tanggung rumah tangga anak lucu bilangjgan cari good looking good dompetdicari mana cari good looking serius bina rt,3,positive,5,2023-04-13 11:48:38,tinder,0.599,0.911
download mohon perhati ya aplikasi nya bagus fitur dalam nya bayar kalo lihat foto orang suka bayar iya aplikasi gratis tidak bisa ngapa kapai gue daftar kemarin pagi eh sore nya blokir alesannya langgar tentu tentu coba gue habis ribu bberapa jam gue mah niat cari jodoh eh cari untung dalem untung,0,negative,1,2021-08-08 21:14:54,tinder,0.6,0.992
parah aplikasi error tidak bisa buka macet harap mainteance ulang crash program,4,negative,1,2022-08-21 18:21:20,tinder,0.597,0.846
akun pas login ulang bikin akun hilang ngehubungin email tidak ada tanggap dahuluin bayar gratis buang,0,negative,1,2020-04-10 06:05:09,tinder,0.539,0.699
tanya pakai bayar aplikasi cari temanjodoh kalo like matchin pakai bayar aplikasi guna tolong tidak pakai bayar oke kalo pakai bonus pernak pernik tidak apa- bayar iya nge matchin musti bayar jatuh aplikasi cuman like like doang jir tolong baik kalo ratingnya bagus aplikasi tidak usah match tidak bayar,2,negative,2,2019-09-18 22:44:34,tinder,0.932,0.998
tidak pernah langgar perut kasih tau pringatan salah tidak langsung blok akun heran mana salah kasih bintang bagus dana chatan gratis tidak bisa lihat orang suka berlanggnan bayar salah tidak mau lang tidk carnya trimakasih,0,negative,4,2022-06-21 23:43:50,tinder,0.6,0.7
upgrade premium nemu cewek cakep upgrade tidak pernah nemu upgrade like upgrade tidak ada main licik banget mending tidak usah upgrade kawan pascol,3,positive,1,2020-11-03 16:08:53,tinder,0.6,0.708
app sial dikit blokir akun musti bayar salah gue hah spam like diupdate bagus tidak jelas chat lamabaru tumpang tindih chat chat ngacak chat tidak not notifnya muncul kadang menu kadang suka logout jarang buka tidak ada fitur hapus pesan blokir akun orang annoying,4,negative,1,2022-02-24 19:15:52,tinder,0.6,0.997
gabbisa buka ya muncul tulis maaf tidak bisa hubung coba coba pencet tombol coba berkalikali tidak bisa coba cek sinyal internet sinyal internet tidak ada server ganggu tolong baik terima kasih,0,neutral,1,2022-12-21 20:20:10,tinder,0.8,0.941
pakai aplikasi bertahuntahun tidak pernah ngelag error lot crash blokir pakai upgrade gold habis tidak saya panjang tbtb akun blok,1,neutral,1,2020-09-29 14:20:59,tinder,0.731,0.649
main tinder tidak sampai jam buka tinder update foto tingkat daya tarik seta upload cekal tidak jelas salah mana ngapangapain kagak cekal hadehhh mending foto diupload tidak benar wajar cekal terima foto normal wajar cekal,3,negative,1,2023-02-20 19:45:25,tinder,0.6,0.999
tidak recomended bayar uji coba minggu tau kualitas orang tinder tidak bisa lihat suruh bayar dulupuasin user kasih uji cobabaru suruh user pilih stopkl bayar,2,negative,2,2018-11-11 18:31:40,tinder,0.598,0.984
aplikasi modal langgan mahal turut harga segitu hasil pakai minggu tidak nemu fake account pakai fitur tinder gold worth,1,positive,5,2020-04-13 20:37:09,tinder,0.731,0.644
notifikasi seseorg kirim pesan kali tidak dapat buka kirim pesan tidak muncul kolom chat tolong bantu bintang selesai terimakasih,1,neutral,1,2019-05-01 12:42:30,tinder,0.664,0.997
buruk kecewa pindah bayar tidak ada like nya pancing tinder like beli premium jodoh saran nih tidak cobacoba pindah akun premium apa bohong tidak pernah bayar keluar peser aplikasi fix uninstall hati match tipu dalam nya,2,negative,1,2022-10-29 08:39:46,tinder,0.883,0.998
kecewa tinder akun bayar tibatiba blokir permanen pemberitahuan guna tinder langgan tinder gold langgan tinder platinum komunikasi sopan tinder mohon solusi cepat tinder bantu luas circle terima kasih,4,neutral,1,2021-04-13 16:09:05,tinder,0.598,0.942
tanggal oktober jam wib server tinder masalah kagak refresh cari orang swipe manja hapus data login akun tidak bisa masuk loading screen tolong baik cepat,3,neutral,1,2019-10-24 18:24:13,tinder,0.6,0.689
tidak bisa selesai daftar stuck halaman tampil wanita pria tombol lanjut tidak bisa klik update uninstall install ulang stuck halaman,3,negative,3,2021-07-18 00:08:54,tinder,0.73,0.865
kalo saya bagus aplikasi real nyata pakai aplikasi langsung jodoh suami ku terimakasih tinder temu suami tinder enak tidak perlu bayar cepat langsung konek nya download aplikasi tidak sengaja lamar kerja tawar coba download aplikasi tinder terimakasih tinder,1,positive,5,2020-07-22 23:52:20,tinder,0.595,0.998
tinder error verifikasi main tinder banget pas buka aplikasinha akun login verifikasi manusia pas login jodoh hilang tidak ada match logout sih data login muncul jodoh chatnya tidak ada pesan match coba test jodoh tukeran kontak notifnya masuk pas klik pesan tidak ada hilang kenapaaa,0,negative,2,2021-04-28 22:44:22,tinder,0.636,0.971
iklan nya gratis beli saldo pas install suruh bayar biar chattingan bikin aplikasi kayak kalo beli bayar mending hapus kagak bikin cuman susah doang tidak mampu,0,negative,1,2021-05-14 03:42:17,tinder,0.733,0.998
